21-1,Norfolk,dce,1419-01-28,1419-03-02
21-495,Northamptonshire,dce,1420-10-16,1420-11-04
21-496,Leicestershire,dce,1420-10-16,1420-11-02
21-498,Herefordshire and the Adjacent March of Wales,dce,1421-01-20,1421-09-23
21-499,Hertfordshire,dce,1421-01-20,1421-02-25
21-500,Staffordshire,dce,1420-08-14,1420-09-06
21-501,Staffordshire,mel,1420-10-11,1420-11-09
21-502,Oxfordshire,dce,1420-08-14,1420-09-05
21-503,Leicestershire,dce,1420-08-14,1420-09-17
21-504,Dorset,dce,1420-06-26,1420-06-24
21-505,Wiltshire,dce,1420-05-03,1420-06-13
21-506,Lincolnshire,dce,1420-11-20,1421-01-04
21-507,Yorkshire,dce,1420-11-20,1421-07-20
21-508,Wiltshire,dce,1420-10-28,1420-11-19
21-509,Staffordshire,dce,1420-09-23,1420-11-09
21-510,Worcestershire,dce,1420-09-23,1420-11-14
21-511,Worcestershire,dce,1420-04-24,1420-08-27
21-512,Cambridgeshire,dce,1420-04-24,1420-07-01
21-513,Shropshire and the Adjacent March of Wales,dce,1420-04-24,1420-06-19
21-514,Bedfordshire,dce,1420-04-24,1420-05-27
21-515,Warwickshire,dce,1420-10-28,1420-11-12
21-516,Worcestershire,dce,1420-10-28,1420-11-11
21-517,Nottinghamshire,amot,1421-01-01,1421-01-09
21-518,Suffolk,dce,1420-11-08,1420-11-12
21-520,Leicestershire,dce,1420-11-08,1420-11-28
21-521,Dorset,dev,1420-05-11,1420-10-14
21-522,Gloucestershire and the Adjacent March of Wales,dev,1420-05-11,1420-10-10
21-523,Staffordshire,dce,1420-10-18,1420-11-16
21-524,Staffordshire,dce,1420-12-13,1421-01-14
21-525,Staffordshire,dce,1421-02-04,1421-02-10
21-526,Shropshire,dce,1420-06-03,1420-06-15
21-527,Kent,dce,1420-12-05,1421-02-20
21-528,Cornwall,dce,1421-05-21,1421-09-10
21-529,Herefordshire,dce,1421-02-05,1421-04-01
21-530,Lincolnshire,dce,1421-02-05,1421-04-11
21-531,Gloucestershire and the Adjacent March of Wales,man,1419-11-13,1420-04-22
21-533,Staffordshire,dce,1420-11-09,1421-01-11
21-534,Wiltshire,dce,1420-11-09,1421-01-13
21-535,Lincolnshire,dce,1420-11-09,1420-12-14
21-536,Shropshire and the Adjacent March of Wales,dce,1420-11-09,1421-01-09
21-537,Bedfordshire,dce,1420-11-09,1420-12-09
21-538,Northamptonshire,dce,1420-11-09,1420-12-05
21-539,Hertfordshire,dce,1420-11-09,1420-12-10
21-540,Warwickshire,dce,1420-11-09,1420-12-05
21-541,Staffordshire,dce,1420-08-24,1420-09-06
21-542,Worcestershire,dce,1420-08-24,1420-09-25
21-543,Worcestershire,mel,1420-11-08,1420-11-20
21-544,Warwickshire,dce,1420-08-24,1420-09-21
21-545,Warwickshire,mel,1420-11-08,1420-11-14
21-546,Herefordshire and the Adjacent March of Wales,dce,1420-08-24,1420-09-24
21-547,Essex,dce,1420-05-20,1420-06-29
21-548,Somerset,dce,1420-05-22,1420-06-28
21-550,Yorkshire,dce,1420-05-18,1420-06-07
21-551,Westmorland,dce,1420-05-18,1420-06-15
21-553,Nottinghamshire,dce,1420-07-06,1420-09-14
21-554,Lincolnshire,dce,1420-07-06,1420-07-31
21-555,Somerset,dce,1420-07-06,1420-08-13
21-556,Bedfordshire,dce,1420-07-06,1420-07-20
21-557,Cornwall,dce,1420-07-06,1420-08-24
21-558,Bedfordshire,dep,1416-11-06,1416-11-15
21-559,Northumberland,dce,1420-05-20,1421-03-08
21-560,Worcestershire,dce,1420-10-28,1420-11-20
21-561,Warwickshire,dce,1420-10-28,1420-11-14
21-562,Hampshire,dce,1420-11-05,1421-01-20
21-563,Surrey,dce,1420-11-05,1420-11-14
21-564,Buckinghamshire,qp,1420-07-10,1420-10-04
21-565,Surrey,dev,1420-10-24,1420-11-07
21-566,Lincolnshire,dev,1420-10-13,1420-11-12
21-567,Hampshire,dce,1420-10-28,1420-11-18
21-569,Somerset,dce,1420-10-28,1420-11-08
21-570,Somerset,dce,1420-02-04,1420-05-22
21-571,Somerset,dev,1420-10-01,1420-11-02
21-572,Gloucestershire and the Adjacent March of Wales,dce,1420-11-28,1421-04-01
21-573,Devon,dce,1420-11-28,1421-08-09
21-574,Hertfordshire,dce,1420-11-28,1420-12-11
21-575,Shropshire and the Adjacent March of Wales,dce,1420-11-28,1421-02-01
21-576,Herefordshire and the Adjacent March of Wales,dce,1420-11-28,1421-01-10
21-577,Berkshire,dce,1420-07-24,1420-09-10
21-578,Herefordshire,man,1420-06-12,1420-10-28
21-579,Herefordshire and the Adjacent March of Wales,ple,1421-12-09,1422-06-11
21-580,Gloucestershire and the Adjacent March of Wales,dce,1420-05-06,1420-09-17
21-581,Herefordshire and the Adjacent March of Wales,dce,1420-05-06,1420-10-28
21-582,Herefordshire and the Adjacent March of Wales,qp,1421-07-06,1421-09-26
21-583,Hampshire,dce,1420-05-12,1420-05-30
21-584,Dorset,dce,1420-05-12,1420-06-10
21-586,Devon,dce,1420-05-12,1420-06-13
21-588,Warwickshire,dev,1420-03-17,1420-03-26
21-589,Oxfordshire,dev,1420-02-08,1420-03-15
21-590,Wiltshire,dev,1420-02-08,1420-02-24
21-592,Hampshire,mel,1420-04-01,1420-04-11
21-593,Herefordshire,dev,1420-02-08,1420-03-02
21-594,Herefordshire,mel,1420-04-01,1420-04-15
21-595,Gloucestershire,dev,1420-02-08,1420-03-16
21-596,Devon,dev,1420-02-08,1420-03-06
21-597,Gloucester and the Adjacent March of Wales,man,1420-04-01,1420-04-12
21-598,Devon,mel,1420-04-01,1420-04-16
21-599,Devon,qp,1420-04-01,1420-04-16
21-600,Devon,dce,1420-10-12,1421-01-08
21-601,Staffordshire,dce,1420-10-28,1421-01-18
21-602,Cornwall,dev,1420-06-26,1420-08-11
21-603,Devon,man,1420-06-14,1420-08-20
21-604,Devon,dev,1420-06-26,1420-08-20
21-605,Cornwall,man,1420-06-14,1420-08-12
21-606,Cornwall,man,1420-10-06,1420-10-16
21-607,Worcestershire,dce,1420-04-24,1420-10-21
21-608,Berkshire,dce,1420-06-26,1420-07-04
21-609,Somerset,man,1420-11-05,1420-11-16
21-610,Devon,man,1420-11-04,1420-11-12
21-611,Surrey,dce,1420-05-05,1420-05-21
21-612,Hertfordshire,dce,1420-05-05,1420-05-23
21-613,Northamptonshire,dce,1420-05-05,1420-05-30
21-614,London,dce,1420-11-22,1421-07-30
21-615,Essex,dce,1420-11-22,1420-12-06
21-616,Gloucester and the Adjacent March of Wales,dce,1420-10-10,1420-11-13
21-617,Bristol,dce,1420-10-10,1410-01-20
21-618,Somerset,dce,1420-06-14,1420-09-04
21-619,York,dev,1420-11-11,1420-11-22
21-620,Gloucestershire,dev,1420-10-10,1420-11-04
21-621,Hereford and the Adjacent March of Wales,dev,1420-10-10,1420-11-08
21-622,Staffordshire,dev,1420-10-10,1420-11-18
21-623,Shropshire and the Adjacent March of Wales,dev,1420-10-10,1420-11-15
21-624,Wiltshire,dev,1420-10-10,1420-11-13
21-625,Berkshire,dev,1420-10-10,1420-10-26
21-626,Somerset,dev,1420-10-10,1420-11-02
21-627,Devon,dev,1420-10-10,1420-11-12
21-628,Gloucestershire,dce,1420-10-19,1420-11-05
21-629,Hereford and the Adjacent March of Wales,dce,1420-10-19,1420-11-08
21-630,Staffordshire,dce,1420-10-19,1420-11-18
21-631,Shropshire and the Adjacent March of Wales,dce,1420-10-19,1420-11-15
21-632,Wiltshire,dce,1420-10-19,1420-11-13
21-633,Berkshire,dce,1420-10-19,1420-10-26
21-634,Somerset,dce,1420-10-19,1420-11-02
21-635,Devon,dce,1420-10-19,1420-11-12
21-637,Sussex,qp,1420-03-13,1420-09-09
21-638,Gloucestershire,cdf,1420-05-01,1420-05-30
21-641,York,jur,1420-09-30,1420-10-17
21-642,Dorset,man,1419-10-24,1420-06-18
21-643,Dorset,qp,1421-01-16,1421-02-03
21-644,Dorset,mel,1421-05-02,1421-06-14
21-645,Gloucester and the Adjacent March of Wales,dce,1420-10-10,1420-11-12
21-646,Lincoln,dce,1420-10-10,1420-11-16
21-647,London,dce,1420-11-10,1421-06-28
21-648,Oxfordshire,dce,1420-12-08,1420-12-17
21-649,Buckinghamshire,dce,1420-12-08,1421-01-11
21-650,Lincoln,dce,1420-12-08,1421-01-11
21-651,Essex,dce,1420-12-08,1421-01-18
21-652,Devon,dce,1421-02-06,1421-04-01
21-653,Buckinghamshire,dce,1420-11-29,1421-01-31
21-654,Surrey,dce,1420-11-29,1421-01-29
21-655,Oxfordshire,dce,1420-11-29,1421-02-10
21-656,Gloucester and the Adjacent March of Wales,dce,1420-11-29,1421-01-27
21-658,Somerset,dce,1420-11-29,1421-01-24
21-659,Wiltshire,dce,1420-11-29,1421-01-30
21-660,Cambridgeshire,dce,1420-11-29,1420-12-16
21-661,Worcestershire,dce,1420-11-29,1421-01-09
21-662,Essex,dce,1420-11-29,1421-06-20
21-663,Shropshire and the Adjacent March of Wales,dce,1420-11-29,1421-01-09
21-664,Suffolk,dce,1420-11-29,1420-12-28
21-665,Warwickshire,wnedce,1420-11-29,1421-01-13
21-667,Staffordshire,dce,1420-11-29,1421-01-11
21-668,Northamptonshire,dce,1420-11-29,1420-12-18
21-669,Northamptonshire,dep,1420-07-03,1420-07-08
21-670,Derbyshire,dep,1420-03-30,1420-04-09
21-671,Staffordshire,dep,1416-11-03,1416-12-20
21-672,Norfolk,dep,1420-07-12,1420-09-09
21-673,Norfolk,dep,1416-11-04,1416-11-26
21-674,York,dep,1420-10-12,1420-11-04
21-675,Cambridgeshire,dep,1420-06-24,1420-09-12
21-676,Derby,dda,1421-03-05,1421-04-12
21-678,Middlesex,dda,1421-03-05,1421-03-17
21-679,Northumberland,dda,1421-03-05,1422-08-12
21-681,Lincoln,dda,1421-03-05,1422-07-15
21-682,Somerset,dda,1420-12-04,1421-02-05
21-683,Hampshire,dda,1420-12-04,1421-01-27
21-686,Buckinghamshire,dda,1419-10-23,1420-06-12
21-688,Stafford,dda,1420-12-13,1421-01-10
21-689,Hampshire,dda,1420-12-10,1421-01-20
21-700,York,dce,1421-04-06,1421-09-20
21-701,York,dce,1421-09-20,1421-10-30
21-702,Northumberland,dce,1421-04-20,1421-09-10
21-703,Gloucester and the Adjacent March of Wales,dce,1420-12-11,1421-05-20
21-704,Oxfordshire,dce,1421-10-01,1421-10-09
21-705,York,dce,1421-09-20,1421-10-30
21-706,Northumberland,dce,1422-02-28,1422-04-02
21-707,Shropshire,dev,1421-07-10,1421-09-30
21-708,Cambridgeshire,man,1421-07-01,1421-11-08
21-709,Suffolk,dce,1421-10-01,1421-10-28
21-710,Suffolk,dce,1420-10-24,1422-02-23
21-711,Staffordshire,man,1421-12-05,1422-01-01
21-712,Leicestershire,dce,1422-03-19,1422-05-01
21-713a,Dorset,man,1421-01-20,1422-02-01
21-714,Westmorland,dce,1421-04-18,1421-08-23
21-715A,Northumberland,Not available,1421-04-18,1421-06-25
21-716,Warwickshire,man,1421-11-14,1422-03-17
21-717,Cumberland,dce,1422-02-14,1422-04-16
21-718,Rutland,dce,1421-05-23,1421-06-21
21-720,Wiltshire,dce,1421-04-18,1421-05-31
21-721,Essex,dce,1422-02-28,1422-04-04
21-722,Bedfordshire,dev,1421-03-24,1421-04-29
21-723,Bedfordshire,dev,1421-04-01,1421-04-29
21-724,Bedfordshire,dev,1421-04-14,1421-04-29
21-725,Leicestershire,dev,1421-04-14,1421-05-05
21-726,Essex,dev,1421-04-14,1421-05-01
21-727,Surrey,dce,1420-10-28,1420-11-07
21-728,Middlesex,dce,1420-10-28,1421-12-04
21-729,Suffolk,dce,1420-10-28,1421-11-13
21-730,Somerset,dce,1421-05-07,1421-06-16
21-731,Hampshire,dce,1421-05-07,1421-05-30
21-732,Wiltshire,dce,1421-05-07,1421-05-31
21-733,Essex,dce,1421-05-07,1421-06-03
21-734,Essex,dev,1421-04-28,1421-06-14
21-735,York,dce,1420-12-08,1421-01-11
21-736,York,qp,1421-06-03,1421-07-20
21-737,York,mel,1421-06-03,1421-07-20
21-738,York,dce,1421-03-12,1421-04-16
21-739,York,dce,1421-06-03,1421-07-04
21-740,Hertfordshire,dce,1420-10-10,1420-11-04
21-741,Buckinghamshire,dce,1420-10-10,1420-12-02
21-742,Buckinghamshire,mel,1421-06-05,1421-10-13
21-743,London,dce,1421-02-24,1421-05-19
21-744,Leicestershire,dce,1420-10-10,1420-11-29
21-746,Gloucester and the Adjacent March of Wales,man,1422-03-11,1422-04-21
21-747,Worcestershire,mel,1422-03-11,1422-04-26
21-748,Northamptonshire,man,1422-03-11,1422-05-09
21-749,Northamptonshire,dce,1421-04-18,1422-04-30
21-749A,Hampshire,dce,1421-04-18,1422-01-19
21-750,Sussex,wnedce,1421-04-18,1421-05-27
21-751,Oxfordshire,dce,1421-04-18,1421-06-02
21-752,Norfolk,dce,1421-04-18,1421-10-04
21-754,Lincoln,dce,1422-02-06,1422-03-13
21-755,York,dev,1421-05-20,1421-06-14
21-756,Wiltshire,dev,1421-05-06,1421-07-05
21-757,Lincoln,dev,1421-05-06,1421-05-29
21-758,Norfolk,dep,1421-11-23,1421-12-05
21-759,Lincoln,dce,1421-01-11,1421-10-16
21-760,Wiltshire,dce,1421-05-21,1421-09-26
21-761,Bedfordshire,dce,1421-05-21,1421-06-23
21-762,Sussex,dev,1421-07-18,1421-08-01
21-763,Kent,dce,1421-11-26,1421-11-29
21-764,London,dce,1421-04-28,1421-10-11
21-765,Essex,dce,1421-04-28,1421-10-24
21-766,Buckinghamshire,dce,1421-04-28,1421-07-15
21-767,Oxfordshire,dce,1421-04-28,1421-10-13
21-768,Cornwall,dce,1421-04-28,1421-09-09
21-769,Bedfordshire,dce,1421-01-11,1421-07-15
21-770,Nottinghamshire,dce,1421-10-24,1421-12-24
21-771,York,dce,1422-01-24,1422-02-18
21-772,Gloucester and the Adjacent March of Wales,dce,1421-12-05,1422-02-14
21-773,Hereford and the Adjacent March of Wales,dce,1421-12-05,1422-02-28
21-774,Lincoln,man,1419-10-24,1421-10-02
21-775,York,qp,1421-11-01,1422-03-06
21-776,Essex,dce,1421-04-28,1421-10-15
21-777,Essex,mel,1422-02-16,1422-04-04
21-778,Cambridgeshire,dce,1421-04-28,1422-02-28
21-779,Oxfordshire,dev,1421-12-15,1422-01-13
21-781,London,dev,1421-12-16,1422-01-31
21-782,Buckinghamshire,dev,1421-12-15,1422-01-20
21-783,Warwickshire,dev,1421-12-16,1422-01-03
21-784,Gloucestershire and the Adjacent March of Wales,dev,1421-12-15,1422-02-04
21-785,Herefordshire and the Adjacent March of Wales,dev,1421-12-15,1421-12-31
21-786,Shropshire and the Adjacent March of Wales,dev,1421-12-15,1422-01-12
21-787,Wiltshire,dev,1421-12-15,1422-01-10
21-788,Buckinghamshire,man,1422-02-18,1422-03-28
21-789,Surrey,man,1422-02-18,1422-04-03
21-790,Middlesex,dev,1421-08-01,1421-12-21
21-791,Berkshire,dev,1421-08-01,1422-01-12
21-792,Hampshire,dev,1421-08-01,1422-01-29
21-793,Berkshire,mel,1422-02-18,1422-02-23
21-794,Hampshire,mel,1422-02-18,1422-03-03
21-795,Staffordshire,dev,1421-12-16,1422-01-07
21-796,Staffordshire,mel,1422-03-12,1422-05-20
21-797,Norfolk,dce,1421-01-01,1421-04-05
21-798,Bedfordshire,dce,1421-01-01,1421-03-29
21-800,Sussex,dce,1422-01-26,1422-05-29
21-801,Wiltshire,dce,1422-01-26,1422-06-04
21-803,Somerset,dce,1422-01-26,1422-07-28
21-804,Somerset,dce,1421-04-20,1421-06-12
21-806,Suffolk,dce,1421-10-09,1421-11-15
21-808,Norfolk,dce,1421-11-24,1421-12-01
21-809,Norfolk,dce,1421-11-24,1422-01-10
21-810,Norfolk,dce,1422-01-05,1421-02-01
21-811,London,dce,1421-05-28,1421-08-04
21-812,Cambridgeshire,dce,1421-05-28,1421-08-20
21-814,Kent,dce,1421-05-28,1421-10-01
21-815,Norfolk,dce,1421-05-28,1421-10-06
21-816,Shropshire and the Adjacent March of Wales,dce,1421-05-28,1421-10-29
21-817,Sussex,dce,1421-05-28,1421-07-10
21-819,Surrey,dce,1422-03-01,1421-08-02
21-820,Wiltshire,dce,1421-05-28,1421-12-20
21-821,Dorset,dce,1421-05-28,1421-09-25
21-822,Gloucestershire and the Adjacent March of Wales,dce,1421-05-28,1421-06-28
21-824,Essex,dce,1421-06-05,1422-05-22
21-825,Norfolk,dce,1421-06-05,1421-10-30
21-826,London,dce,1421-03-24,1421-05-21
21-827,Shropshire and the Adjacent March of Wales,dce,1421-03-24,1421-05-23
21-828,Northumberland,dce,1422-03-18,1422-04-09
21-829,Rutland,dce,1421-06-30,1421-07-17
21-831,Yorkshire,dce,1421-04-18,1421-06-18
21-832,Lincolnshire,dce,1421-04-18,1421-06-09
21-833,Northumberland,dce,1421-04-18,1421-06-26
21-834,Leicestershire,dce,1421-06-05,1421-06-17
21-835,Northamptonshire,dce,1421-06-05,1421-08-04
21-836,London,dce,1421-05-14,1421-08-02
21-837,Buckinghamshire,dce,1421-05-14,1421-08-15
21-838,Hertfordshire,dce,1421-05-14,1421-09-22
21-840,York,dce,1421-05-14,1421-07-04
21-841,Lincoln,dce,1421-05-14,1421-06-19
21-842,Lincolnshire,cdf,1421-11-18,1421-11-23
21-843,Leicestershire,dce,1421-05-14,1421-07-03
21-844,Northamptonshire,dce,1421-05-14,1421-10-11
21-845,Lincolnshire,dce,1421-05-14,1421-06-06
21-846,Sussex,dce,1421-05-14,1421-06-03
21-847,Yorkshire,dce,1421-05-14,1421-09-21
21-849,Shropshire,dce,1421-05-14,1421-09-20
21-850,Nottinghamshire,dce,1421-05-14,1421-07-08
21-852,Nottinghamshire,mel,1421-10-23,1421-11-17
21-853,Suffolk,dce,1421-05-14,1421-06-13
21-855,Somerset,dce,1421-11-12,1421-12-18
21-859,Lincolnshire,dce,1421-09-04,1421-09-26
21-860,Lincoln,dce,1421-09-04,1421-10-16
21-861,Northamptonshire,dce,1421-09-04,1421-09-18
21-862,Northumberland,dce,1421-09-04,1421-09-10
21-863,Essex,dce,1421-09-04,1421-11-25
21-867,Middlesex,dce,1421-06-05,1421-12-12
21-868,Lincolnshire,dce,1421-06-05,1421-09-29
21-869,Gloucestershire and the Adjacent March of Wales,man,1422-02-03,1422-04-03
21-870,Nottinghamshire,mel,1421-11-20,1421-12-22
21-871,Northamptonshire,dce,1421-04-19,1421-04-24
21-872,Essex,mel,1421-12-01,1422-07-28
21-873,Sussex,mel,1421-02-05,1421-04-05
21-874,Devon,dce,1421-05-26,1421-06-24
21-875,Gloucester and the Adjacent March of Wales,dce,1421-06-05,1421-06-28
21-876,Wiltshire,dce,1421-06-14,1421-07-01
21-878,Leicestershire,dda,1420-06-18,1421-09-23
21-879,Somerset,dda,1420-12-10,1421-05-20
21-880,Sussex,dda,1422-03-02,1422-08-24
21-881,Dorset,dda,1422-03-02,1422-08-24
21-883,Buckinghamshire,wnedda,1420-06-18,1421-08-04
21-884,Shropshire and the Adjacent March of Wales,dpf,1421-07-06,1421-08-21
21-889,Buckinghamshire,dev,1422-06-27,1422-07-13
21-890,Northamptonshire,dev,1422-05-20,1422-08-04
21-891,Surrey,dev,1422-05-20,1422-06-25
21-892,Oxfordshire,dev,1422-05-20,1422-06-26
21-893,London,dev,1422-05-20,1422-07-29
21-894,Leicestershire,dev,1422-05-20,1422-07-27
21-895,Norfolk,dev,1422-05-01,1422-05-09
21-896,Yorkshire,dev,1422-05-05,1422-05-14
21-897,Essex,dce,1422-06-28,1422-04-04
21-898,Yorkshire,dce,1422-04-05,1422-05-06
21-899,Suffolk,dce,1422-06-24,1422-07-25
21-900,Shropshire and the Adjacent March of Wales,dce,1422-05-24,1422-06-06
21-901,Kent,dce,1422-07-24,1422-08-17
21-902,Devon,dce,1422-05-04,1422-06-23
21-903,Hampshire,dce,1422-04-22,1422-05-12
21-904,Norfolk,dce,1422-05-01,1422-05-09
21-907,Essex,dev,1422-03-12,1422-07-28
21-908,York,man,1422-05-02,1422-06-03
21-909,Worcestershire,dce,1422-05-01,1422-08-17
21-910,Kent,dce,1422-05-03,1422-06-12
21-911,Worcestershire,dce,1422-05-18,1422-08-07
21-912,Wiltshire,dce,1422-05-18,1422-07-20
21-913,Warwickshire,dce,1422-05-18,1422-07-27
21-915,Wiltshire,wnedda,1422-03-02,1422-08-24
21-916,Derbyshire,man,1422-05-20,1422-08-13
21-917,Leicestershire,man,1422-05-20,1422-08-18
21-918,Middlesex,dce,1422-03-18,1422-05-02
21-919,Oxfordshire,dce,1422-03-18,1422-04-14
21-920,Lincolnshire,dce,1422-03-18,1422-03-30
21-921,Hampshire,man,1422-02-05,1422-05-10
21-922,Yorkshire,man,1422-03-01,1422-04-01
21-923,Yorkshire,dce,1422-04-28,1422-05-01
21-924,Northumberland,dce,1422-05-01,1422-05-23
21-925,Bedfordshire,dce,1422-06-19,1422-08-18
21-926,Berkshire,dce,1422-06-19,1422-08-10
21-927,Devon,dce,1422-03-28,1422-05-02
21-928,Gloucestershire,dce,1422-03-28,1422-04-30
21-929,Wiltshire,dce,1422-03-28,1422-04-24
21-930,Essex,dce,1422-05-17,1422-05-22
21-931,Lincolnshire,dce,1422-04-26,1422-08-27
21-932,Hampshire,dce,1422-07-24,1422-08-26
21-933,Gloucestershire,dce,1422-05-01,1422-06-25
21-934,Northamptonshire,dce,1422-05-01,1422-05-10
21-935,Hampshire,dce,1422-04-03,1422-04-09
21-936,Hampshire,dce,1422-06-22,1422-08-26
21-937,Berkshire,dce,1422-06-22,1422-08-29
21-938,Buckinghamshire,dce,1422-06-22,1422-08-27
21-939,Somerset,dce,1422-06-22,1422-08-21
21-941,Devon,dce,1422-06-22,1422-08-06
21-943,Wiltshire,mel,1422-02-05,1422-05-07
21-944,Gloucestershire and the Adjacent March of Wales,mel,1422-02-05,1422-04-03
21-945,Hampshire,mel,1422-05-12,1422-05-16
21-946,Buckinghamshire,mel,1422-05-28,1422-06-25
21-947,Surrey,dda,1421-11-24,1422-08-01
21-948,Derbyshire,dce,1422-05-24,1422-06-26
21-949,Middlesex,dce,1422-07-17,1422-07-18
21-950,Derbyshire,dce,1422-03-12,1422-04-20
21-952,London,dce,1422-05-24,1422-07-22
21-953,Worcestershire,dce,1422-05-24,1422-06-20
21-954,Cumberland,dce,1422-05-24,1422-07-03
21-955,Northumberland,dce,1422-05-24,1422-07-04
21-956,Derbyshire,dce,1422-05-24,1422-06-24
21-957,Yorkshire,dce,1422-05-24,1422-06-16
21-958,Westmorland,dce,1422-05-24,1422-06-22
21-959,Suffolk,man,1422-05-04,1422-06-22
21-960,Northumberland,dce,1422-04-16,1422-06-17
21-961,Northumberland,mel,1422-07-16,1422-08-12
21-962,Leicester,dda,1420-11-26,1422-08-17
21-963,Northampton,dda,1422-08-05,1422-08-04
21-964,NORTHAMPTONSHIRE,dce,1422-05-14,1408-06-22
